,Amount,Cycle,Name,Party,RealCode,Type
4495,250.0,2004,Wayne Christian for Congress,R,Z,24K
4494,9250.0,2004,Wayne Allard for US Senate,R,Z,24K
4493,2053.0,2004,Wauwatosa Citizens for Political Change, ,Y,24E
4492,4000.0,2004,Watkins for Congress,R,Z,24K
4491,5933.0,2004,Washington Fund,R,J,24Z
4490,22000.0,2004,Washington Fund,R,J,24K
4489,4500.0,2004,Washington Advocacy PAC, ,Y,24K
4488,891.0,2004,"Warrick, Paul G                         ", ,Y,24E
4487,1499.0,2004,"Warpehoski, Martha", ,Y,24E
4486,930.0,2004,"Wanken, Chris                           ", ,Y,24E
4485,4000.0,2004,Walter Jones Jr for Congress,R,Z,24K
4484,32000.0,2004,Walsh for Congress Cmte,R,Z,24K
4483,34000.0,2004,Wally Herger for Congress Cmte,R,Z,24K
4482,15404.0,2004,Walden for Congress,R,Z,24K
4481,1000.0,2004,Walcher for Congress,R,Z,24K
4480,6000.0,2004,WILLIAMS PAC INC (WILLIAMS PAC)         ,U,G,24K
4503,4000.0,2004,West-US-PAC, ,Y,24K
4479,6500.0,2004,WELPAC,R,J,24K
4504,12000.0,2004,Western Coalition PAC, ,Y,24K
4506,350.0,2004,White Cloud PAC, ,Y,24K
4529,14000.0,2004,Zia PAC,R,J,24K
4528,3250.0,2004,Zell Miller for Senate,D,Z,24K
4527,39250.0,2004,ZackPAC,D,J,24K
4526,1000.0,2004,Your PAC, ,Y,24K
4525,43874.0,2004,Wyoming State Democratic Central Cmte,D,Z,24C
4524,18500.0,2004,Wyoming Republican State Cmte,R,Z,24K
4523,74620.0,2004,Wyoming Republican State Cmte,R,Z,24C
4522,697.0,2004,"Wurf, Hiran Benjamin", ,Y,24E
4521,-500.0,2004,World Record Fund,R,J,24K
4520,4000.0,2004,Working for Opportunity & Leadership, ,Y,24K
4519,93121.0,2004,Working Families Party/New York Cmte,3,Z,24E
4518,46115.0,2004,Woolsey for Congress,D,Z,24K
4517,15500.0,2004,Wofford for Congress,D,Z,24K
4516,5741.0,2004,"Wishnatsky, Martin                      ", ,Y,24A
4515,9000.0,2004,Wisconsonites for Neumann,R,Z,24K
4514,107000.0,2004,Wisconsin Leadership PAC,R,J,24K
4513,705.0,2004,Wisconsin Election Association Council  , ,Y,24F
4512,2100.0,2004,Williamson County Republican Party      ,R,Z,24K
4511,11100.0,2004,William Penn Leadership Fund,R,J,24K
4510,2000.0,2004,William L Bill Jenkins for Congress,R,Z,24K
4509,1198.0,2004,William G Harris                        , ,Y,24E
4508,27200.0,2004,Whitfield for Congress Cmte,R,Z,24K
4507,136000.0,2004,White Mountain PAC,R,J,24K
4505,13000.0,2004,Westmoreland for Congress,R,Z,24K
4318,21000.0,2004,Schakowsky for Congress,D,Z,24K
4478,100.0,2004,WDRC PAC, ,Y,24K
4476,108000.0,2004,Vought Aircraft,U,D,24K
4448,6000.0,2004,United States-Cuba PAC, ,Y,24K
4447,34000.0,2004,Udall for Us All,D,Z,24K
4446,7450.0,2004,Turner for Congress,R,Z,24K
4445,1282.0,2004,"Turland, Clinton Edward", ,Y,24E
4444,4300.0,2004,"True, Fred                              ", ,Y,24A
4443,-500.0,2004,Tri-Valley United Democratic Campaign, ,Y,24K
4442,1856.0,2004,Traverse Area Families for Change, ,Y,24E
4441,24000.0,2004,Torricelli for US Senate,D,Z,24K
4440,2000.0,2004,Tom Volgy for Congress,D,Z,24K
4439,13000.0,2004,Tom Osborne for US Congress,R,Z,24K
4438,4000.0,2004,Tom Lantos for Congress Cmte,D,Z,24K
4437,76000.0,2004,Tom Feeney for Congress,R,Z,24K
4436,1000.0,2004,Tom DeLay Congressional Cmte,R,Z,24K
4435,1000.0,2004,Tom Davis for Congress,R,Z,24N
4434,30000.0,2004,Tom Davis for Congress,R,Z,24K
4433,19100.0,2004,Tom Allen for Congress,D,Z,24K
4432,755500.0,2004,Together for Our Majority,R,J,24K
4431,15000.0,2004,Todd Tiahrt for Congress,R,Z,24K
4430,5000.0,2004,Todd Akin for Congress,R,Z,24K
4429,50000.0,2004,To Organize a Majority PAC,D,J,24K
4428,16750.0,2004,Tim Ryan for Congress,D,Z,24K
4427,17000.0,2004,Tim Murphy for Congress,R,Z,24K
4426,5500.0,2004,Tim Bishop for Congress,D,Z,24K
4449,88000.0,2004,United in Freedom,R,J,24K
4477,31000.0,2004,W R BERKLEY CORPORATION POLITICAL ACTION,U,F,24K
4450,26000.0,2004,Upton for All of Us,R,Z,24K
4452,17000.0,2004,VAT PAC,R,J,24K
4475,5642.0,2004,Votecount, ,Y,24E
4474,5642.0,2004,Votecount, ,Y,24A
4473,19500.0,2004,Volunteers for Shimkus,R,Z,24K
4472,2500.0,2004,Volunteers 4 Victory, ,Y,24K
4471,790000.0,2004,Volunteer PAC,R,J,24K
4470,127000.0,2004,Vision for Tomorrow Fund,R,J,24K
4469,22726.0,2004,Visclosky for Congress Cmte,D,Z,24K
4468,2564.0,2004,Virginia Johnson for Congress,R,Z,24K
4467,1000.0,2004,Virginia Foxx for Congress,R,Z,24K
4466,500.0,2004,Vince Whitacre for Congress,D,Z,24K
4465,2000.0,2004,Villaraigosa for Mayor,D,J,24Z
4464,16000.0,2004,Villaraigosa for Mayor,D,J,24K
4463,4922.0,2004,Victory in November Election PAC,D,J,24Z
4462,57064.0,2004,Victory in November Election PAC,D,J,24K
4461,17500.0,2004,Victory PAC,R,J,24K
4460,2000.0,2004,Victory America,R,J,24K
4459,44000.0,2004,Vermont Victory 2004,D,Z,24K
4458,22721.0,2004,Vermont State Democratic Cmte,D,Z,24C
4457,638.0,2004,"Vaughan, Daylia R", ,Y,24E
4456,3071.0,2004,Vandenberg for Congress,D,Z,24K
4455,9000.0,2004,Van Hollen for Congress,D,Z,24K
4454,669.0,2004,"Van Gundy, James J", ,Y,24E
4453,375.0,2004,Van Auken for Congress,R,Z,24K
4451,500.0,2004,Urban PAC, ,Y,24K
4102,482.0,2004,Northwest Ohio Fund,D,Z,24Z
4317,1100.0,2004,Scalise for Congress,R,Z,24K
4315,5250.0,2004,Santa Cruz Action Cmte, ,Y,24K
4179,25500.0,2004,RED PAC,R,J,24K
4178,50125.0,2004,Quinn for Congress,R,Z,24K
4177,2500.0,2004,Quinn PAC,R,J,24K
4176,12000.0,2004,Public  Works PAC, ,Y,24K
4175,3000.0,2004,Pryce for Congress,R,Z,24K
4174,41000.0,2004,Prosperity PAC,R,J,24K
4173,26500.0,2004,Prosperity Helps Inspire Liberty PAC,R,J,24K
4172,2000.0,2004,Progressive Leadership for America,D,J,24K
4171,109500.0,2004,Progressive Choices PAC,D,J,24K
4170,21000.0,2004,Priority PAC,D,J,24K
4180,13000.0,2004,Radanovich for Congress,R,Z,24K
4169,20500.0,2004,Principles Exalt A Nation PAC,R,J,24K
4167,20000.0,2004,Price for Congress,R,Z,24K
4166,82189.0,2004,Preserving America's Traditions,R,J,24K
4165,212500.0,2004,Prairie PAC,D,J,24K
4164,8958.0,2004,Power of Women for Change, ,Y,24E
4163,2311.0,2004,Potter-Randall County Democratic Club,D,J,24E
4162,1000.0,2004,Portman for Congress Cmte,R,Z,24K
4161,4000.0,2004,Porter for Congress,R,Z,24K
4160,6959.0,2004,Placer County Republican Central Cmte,R,Z,24E
4159,178496.0,2004,Pioneer PAC,R,J,24Z
4158,4591.0,2004,Pioneer PAC,R,J,24K
4168,1000.0,2004,Prince William County Democratic Cmte,D,Z,24K
4181,3827.0,2004,Ralph Neas for Congress 2000,D,Z,24K
4182,98000.0,2004,Rangel for Congress 2000,D,Z,24K
4183,23000.0,2004,Re-Elect Albert Wynn to Congress,D,Z,24K
4206,8500.0,2004,Republican County Cmte of New York,R,Z,24K
4205,14949.0,2004,Republican Central Cmte of South Dakota,R,Z,24K
4204,779693.0,2004,Republican Central Cmte of South Dakota,R,Z,24A
4203,11000.0,2004,Republican Central Cmte of Nevada,R,Z,24K
4202,500.0,2004,Republican Central Cmte of Colusa County,R,Z,24K
4201,22500.0,2004,Republican Campaign Cmte of New Mexico,R,Z,24K
4200,3666.0,2004,Renzi for Congress,R,Z,24K
4199,5500.0,2004,"Renewing Opportunity, Trust & Hope",D,J,24K
4198,3000.0,2004,Renew America PAC,R,J,24K
4197,21593.0,2004,Rely on Your Beliefs,R,J,24Z
4196,637343.0,2004,Rely on Your Beliefs,R,J,24K
4195,18377.0,2004,Rehberg for Congress,R,Z,24K
4194,19000.0,2004,Regula for Congress Cmte,R,Z,24K
4193,3450.0,2004,Reelect Exon for US Senate Cmte,D,Z,24K
4192,354.0,2004,Reed Cmte,D,Z,24Z
4191,6820.0,2004,Reed Cmte,D,Z,24K
4190,5000.0,2004,Re-elect Mary Landrieu for Senate Cmte,D,Z,24K
4189,1000.0,2004,Re-elect Brian Bilbray for Congress,R,Z,24K
4188,9500.0,2004,Re-Elect Packwood Cmte (1992),R,Z,24K
4187,18000.0,2004,Re-Elect Nancy Johnson to Congress Cmte,R,Z,24K
4186,3000.0,2004,Re-Elect Harold Ford,D,Z,24N
4185,21000.0,2004,Re-Elect Harold Ford,D,Z,24K
4184,101500.0,2004,Re-Elect Freshmen of the Republican Majority,R,J,24K
4157,1000.0,2004,Pickett for Congress,D,Z,24K
4156,11750.0,2004,Pickering for Congress,R,Z,24K
4155,529.0,2004,"Phipps, Bobby Joe                       ", ,Y,24A
4154,6302.0,2004,Peterson for Congress,D,Z,24K
4126,8000.0,2004,Pallone for Congress,D,Z,24K
4125,194500.0,2004,PETE PAC,R,J,24K
4124,8000.0,2004,PANHANDLE PEANUT GROWERS PAC            ,U,A,24K
4123,614500.0,2004,PAC to the Future,D,J,24K
4122,79500.0,2004,PAC for a Change,D,J,24K
4121,5000.0,2004,PAC for Occupational Safety & Health, ,Y,24K
4120,26500.0,2004,PAC for Democracy,D,J,24K
4119,170550.0,2004,PA-15 Congressional Victory Cmte,R,Z,24K
4118,27940.0,2004,Oxley for Congress,R,Z,24K
4117,2263.0,2004,Our Congress PAC,D,J,24Z
4116,67736.0,2004,Our Congress PAC,D,J,24K
4115,368000.0,2004,Our Common Values PAC,D,J,24K
4114,750.0,2004,Otter for Idaho,R,Z,24K
4113,12500.0,2004,Ortiz for Congress Cmte,D,Z,24K
4112,6000.0,2004,Oregon Smith Fund,R,J,24K
4111,4000.0,2004,Oregon Senate 2004,D,Z,24K
4110,1750.0,2004,Orange County Democratic Central Cmte,D,Z,24K
4109,21000.0,2004,One America PAC,D,J,24K
4108,4998.0,2004,Oklahoma Leadership Council,R,Z,24Z
4107,330.0,2004,Ohio's 17 Star PAC,R,J,24Z
4106,77000.0,2004,Ohio's 17 Star PAC,R,J,24K
4105,5000.0,2004,Ocean State PAC,D,J,24K
4104,45000.0,2004,Obama for Illinois,D,Z,24K
4127,1000.0,2004,Palmetto Freedom PAC,R,J,24K
4207,32500.0,2004,Republican Federal Cmte of Pennsylvania,R,Z,24K
4128,10500.0,2004,Pascrell for Congress,D,Z,24K
4130,8500.0,2004,Pastor's PAC,D,J,24K
4153,16250.0,2004,Peter Hoekstra for Congress,R,Z,24K
4152,46500.0,2004,Peter Deutsch for Congress,D,Z,24K
4151,62000.0,2004,Pete's PAC,R,J,24K
4150,9000.0,2004,Pete Stark Re-Election Cmte,D,Z,24K
4149,1000.0,2004,Pete Sessions for Congress,R,Z,24K
4148,1000.0,2004,Pete King for Congress Cmte,R,Z,24K
4147,21000.0,2004,People with Hart,R,Z,24K
4146,6350.0,2004,People for Platts Cmte,R,Z,24K
4145,963.0,2004,People for Pete Domenici,R,Z,24Z
4144,12000.0,2004,People for Pete Domenici,R,Z,24K
4143,708.0,2004,People for Patty Murray,D,Z,24K
4142,8000.0,2004,People for English,R,Z,24K
4141,12000.0,2004,Pennsylvanians for Kanjorski,D,Z,24K
4140,21000.0,2004,Pennsylvania Political Leadership Cmte, ,J,24K
4139,6500.0,2004,Penn Assn of Staff Nurses & Allied Profs, ,H,24K
4138,1000.0,2004,Pearce for Congress,R,Z,24K
4137,69500.0,2004,Peace Through Strength PAC,R,J,24K
4136,4000.0,2004,Patty Wetterling for Congress,D,Z,24K
4135,396.0,2004,"Patel, Czerina                          ", ,Y,24E
4134,396.0,2004,"Patel, Czerina                          ", ,Y,24A
4133,689.0,2004,Pat Toomey for Congress Cmte,R,J,24Z
4132,28500.0,2004,Pat Toomey for Congress Cmte,R,J,24K
4131,2000.0,2004,Pat Roberts for Senate,R,Z,24K
4129,58000.0,2004,Pastor for Arizona,D,Z,24K
4208,4540.0,2004,Republican Federal Cmte of Pennsylvania,R,Z,24Z
4209,124999.0,2004,Republican Majority Fund,R,J,24K
4210,9238694.0,2004,Republican National Cmte,R,Z,24A
4287,13000.0,2004,Royce Campaign Cmte,R,Z,24K
4286,26000.0,2004,Rough Rider PAC,R,J,24K
4285,11354.0,2004,Ros-Lehtinen for Congress,R,Z,24K
4284,9500.0,2004,Ronnie G Flippo Cmte,D,Z,24K
4283,7500.0,2004,Ron Lewis for Congress 2000,R,Z,24K
4282,20000.0,2004,Ron Kirk for US Senate,D,Z,24K
4281,1000.0,2004,Ron Daugherty for Congress,D,Z,24K
4280,3400.0,2004,Rogers for Congress,R,Z,24K
4279,4000.0,2004,Rodney Alexander for Congress,D,Z,24K
4278,1293.0,2004,Rockbridge Area Republican Committee    ,R,Z,24E
4277,6000.0,2004,Robinson for Congress,R,Z,24K
4276,19000.0,2004,Robin PAC,R,J,24K
4275,15750.0,2004,Robert Wexler for Congress Cmte,D,Z,24K
4274,2300.0,2004,Rob Bishop for Congress,R,Z,24K
4273,3000.0,2004,Road to Victory PAC,R,J,24K
4272,427.0,2004,"Ringlaro, Lee", ,Y,24E
4271,8750.0,2004,Riegle for Senate Cmte,D,Z,24K
4270,206.0,2004,Rick Crawford for Congress,D,Z,24K
4269,2000.0,2004,Richard Romero for Congress,D,Z,24K
4268,10000.0,2004,Richard Pombo for Congress,R,Z,24K
4267,700.0,2004,Richard Morrison Congressional Cmte,D,Z,24K
4266,11500.0,2004,Richard E Neal for Congress Cmte,D,Z,24K
4265,-1000.0,2004,Rich PAC,R,z,24K
4288,9000.0,2004,Ruben Hinojosa for Congress,D,Z,24K
4264,2683.0,2004,Rich PAC,R,J,24Z
4289,1000.0,2004,Ruben Hinojosa for Congress,D,Z,24N
4291,2000.0,2004,SCIPAC,R,J,24K
4314,1395.0,2004,Santa Cruz Action Cmte, ,Y,24A
4313,11533.0,2004,Santa Clara County United Demo Campaign,D,Z,24E
4312,250.0,2004,Santa Clara County United Demo Campaign,D,Z,24A
4311,52000.0,2004,Sanford Bishop for Congress,D,Z,24K
4310,231280.0,2004,Sandhills PAC,R,J,24K
4309,4000.0,2004,Sanders for Congress 2000,I,Z,24K
4308,3243.0,2004,San Luis Obispo County Demo Central Cmte,D,Z,24E
4307,8500.0,2004,San Gabriel Valley Federal PAC, ,Y,24K
4306,1605.0,2004,San Francisco Democratic Central Cmte,D,Z,24Z
4305,1000.0,2004,San Diego PAC,D,J,24K
4304,2167.0,2004,San Bernardino County Repub Central Cmte,R,Z,24K
4303,1699.0,2004,San Bernardino County Repub Central Cmte,R,Z,24E
4302,322.0,2004,Sampson for Congress,D,Z,24K
4301,2000.0,2004,Sammy Nunez US Senate Cmte,D,Z,24K
4300,500.0,2004,Sam Callaway, ,Y,24E
4299,7000.0,2004,Sam Brownback for US Senate,R,Z,24K
4298,10000.0,2004,Salt PAC,R,J,24K
4297,1000.0,2004,Sacramento Valley Lincoln Club, ,Y,24K
4296,409.0,2004,Sacramento Valley Leadership Fund,R,J,24K
4295,29000.0,2004,Sabo for Congress Volunteer Cmte,D,Z,24K
4294,11000.0,2004,STRAT PAC                               , ,K,24K
4293,13000.0,2004,SNOWPAC,R,J,24K
4292,2500.0,2004,SHOW PAC, ,Y,24K
4290,37000.0,2004,Rush Holt for Congress,D,Z,24K
4316,20000.0,2004,Santorum 2006,R,Z,24K
4263,157500.0,2004,Rich PAC,R,J,24K
4261,126500.0,2004,Rhode Island PAC,D,J,24K
4233,20000.0,2004,Republican Party of Kentucky,R,Z,24K
4232,10000.0,2004,Republican Party of Kansas,R,Z,24K
4231,5000.0,2004,Republican Party of Iowa,R,Z,24K
4230,292959.0,2004,Republican Party of Iowa,R,Z,24C
4229,2000.0,2004,Republican Party of Hawaii,R,Z,24K
4228,1000.0,2004,Republican Party of Harris County,R,Z,24K
4227,30043.0,2004,Republican Party of Georgia,R,Z,24C
4226,986.0,2004,Republican Party of Florida,R,Z,24Z
4225,5000.0,2004,Republican Party of Florida,R,Z,24K
4224,1952584.0,2004,Republican Party of Florida,R,Z,24E
4223,50900.0,2004,Republican Party of Florida,R,Z,24A
4222,10000.0,2004,Republican Party of Dallas County,R,Z,24K
4221,21529.0,2004,Republican Party of California,R,Z,24Z
4220,44000.0,2004,Republican Party of California,R,Z,24K
4219,72650.0,2004,Republican Party of California,R,Z,24C
4218,7000.0,2004,Republican Party of Arkansas,R,Z,24K
4217,18500.0,2004,Republican Party of Alabama,R,Z,24K
4216,29345.0,2004,Republican Party of Alabama,R,Z,24C
4215,5000.0,2004,Republican Party 2nd Cong Dist Wisc,R,Z,24K
4214,5000.0,2004,Republican National Cmte,R,Z,24Z
4213,242000.0,2004,Republican National Cmte,R,Z,24K
4212,8893960.0,2004,Republican National Cmte,R,Z,24E
4211,16141876.0,2004,Republican National Cmte,R,Z,24C
4234,30845.0,2004,Republican Party of Louisiana,R,Z,24C
4262,2585.0,2004,Rhode Island PAC,D,J,24Z
4235,49920.0,2004,Republican Party of Louisiana,R,Z,24E
4237,8500.0,2004,Republican Party of Maine,R,Z,24K
4260,1000.0,2004,Reynolds for Congress,R,Z,24K
4259,33000.0,2004,Restore America PAC,R,J,24K
4258,57500.0,2004,Responsibility/Opportunity/Community PAC,D,J,24K
4257,90000.0,2004,Responsibility & Freedom Work PAC,R,J,24K
4256,10000.0,2004,Republican State Cmte of Michigan,R,Z,24K
4255,4717.0,2004,Republican State Cmte of Michigan,R,Z,24E
4254,11147.0,2004,Republican State Central Cmte/Maryland,R,Z,24C
4253,4000.0,2004,Republican Party of the 6th Congr Dist,R,Z,24K
4252,18604.0,2004,Republican Party of Wisconsin,R,Z,24Z
4251,5000.0,2004,Republican Party of Wisconsin,R,Z,24K
4250,15000.0,2004,Republican Party of Washington,R,Z,24K
4249,5500.0,2004,Republican Party of Virginia,R,Z,24K
4248,149890.0,2004,Republican Party of Virginia,R,Z,24C
4247,6000.0,2004,Republican Party of Utah,R,Z,24K
4246,2000.0,2004,Republican Party of Tennessee,R,Z,24K
4245,11000.0,2004,Republican Party of South Carolina,R,Z,24K
4244,35678.0,2004,Republican Party of South Carolina,R,Z,24E
4243,5433.0,2004,Republican Party of Oregon,R,Z,24K
4242,125180.0,2004,Republican Party of Ohio,R,Z,24K
4241,11000.0,2004,Republican Party of Mississippi,R,Z,24K
4240,185886.0,2004,Republican Party of Mississippi,R,Z,24E
4239,2842.0,2004,Republican Party of Mississippi,R,Z,24C
4238,25000.0,2004,Republican Party of Minnesota,R,Z,24K
4236,15000.0,2004,Republican Party of Louisiana,R,Z,24K
3670,2000.0,2004,Friends of Sherwood Boehlert Cmte,R,Z,24K
3846,12000.0,2004,Judge John Carter for Congress,R,Z,24K
3668,7000.0,2004,Friends of Sessions Senate Cmte,R,Z,24K
3348,28000.0,2004,Committee to Elect Mike McIntyre to Congress,D,Z,24K
3347,500.0,2004,Committee to Elect McHugh,R,Z,24N
3346,5000.0,2004,Committee to Elect McHugh,R,Z,24K
3345,8000.0,2004,Committee to Elect Lincoln Davis,D,Z,24K
3344,11000.0,2004,Committee to Elect Keith Olberg,R,Z,24K
3343,0.0,2004,Committee to Elect Keith Clayborne,D,Z,24K
3342,4500.0,2004,Committee to Elect Judy Olson,D,Z,24K
3341,69530.0,2004,Committee to Elect John Devine,R,Z,24K
3340,53000.0,2004,Committee to Elect Gary Ackerman,D,Z,24K
3339,500.0,2004,Committee to Elect Cynthia Matthews,D,Z,24K
3349,383.0,2004,Committee to Elect Rick Burke,R,Z,24K
3338,13000.0,2004,Committee to Elect Artur Davis to Congress,D,Z,24K
3336,59000.0,2004,Committee for a United Republican Team,R,J,24K
3335,74000.0,2004,Committee for a Progressive Congress,D,J,24K
3334,150.0,2004,Committee for a Livable Future,D,J,24Z
3333,136975.0,2004,Committee for a Livable Future,D,J,24K
3332,1403.0,2004,Committee for a Democratic Majority,D,J,24Z
3331,97250.0,2004,Committee for a Democratic Majority,D,J,24K
3330,352.0,2004,Committee for a Democratic Future,D,J,24Z
3329,31000.0,2004,Committee for a Democratic Future,D,J,24K
3328,9615.0,2004,Committee for Strategic Change, ,Y,24E
3327,56000.0,2004,Committee for Southwest Virginia,D,J,24K
3337,574500.0,2004,Committee for the Preservation of Capitalism,R,J,24K
3326,102000.0,2004,Committee for Leadership & Progress,D,J,24K
3350,1124.0,2004,Committee to Elect Trent Franks to Congress,R,Z,24K
3352,12518.0,2004,Committee to Re-Elect Dana Rohrabacher,R,Z,24K
3374,641.0,2004,Connecticut Republican Campaign Cmte,R,Z,24C
3373,15000.0,2004,Connecticut Democratic State Central Cmte,D,Z,24K
3372,15198.0,2004,Connecticut Democratic State Central Cmte,D,Z,24E
3371,121037.0,2004,Connecticut Democratic State Central Cmte,D,Z,24C
3370,25000.0,2004,Congressman Waxman Campaign Cmte,D,Z,24K
3369,8000.0,2004,Congressman Joe Barton Cmte,R,Z,24K
3368,1000.0,2004,Congressman Bill Young Campaign Cmte,R,Z,24K
3367,22500.0,2004,Congressman Bart Gordon Cmte,D,Z,24K
3366,488500.0,2004,Congressional Majority Cmte,R,J,24K
3365,76500.0,2004,Congressional Leadership Fund,R,J,24K
3351,1000.0,2004,Committee to Re-Elect Congressman Chris Smith,R,Z,24K
3364,26000.0,2004,Conaway for Congress,R,Z,24K
3362,168.0,2004,Common Sense Leadership Fund,R,J,24Z
3361,138629.0,2004,Common Sense Leadership Fund,R,J,24K
3360,5000.0,2004,Common Sense Common Solutions,R,J,24K
3359,3000.0,2004,Committee to Re-Elect Vito Fossella,R,Z,24K
3358,4000.0,2004,Committee to Re-Elect Ron Paul,R,Z,24K
3357,18500.0,2004,Committee to Re-Elect Nydia M Velazquez,D,Z,24K
3356,59000.0,2004,Committee to Re-Elect Loretta Sanchez,D,Z,24K
3355,2500.0,2004,Committee to Re-Elect Linda Sanchez,D,Z,24K
3354,19500.0,2004,Committee to Re-Elect Ed Towns,D,Z,24K
3353,25500.0,2004,Committee to Re-Elect Duncan Hunter,R,Z,24K
3363,28000.0,2004,Commonwealth PAC,R,J,24K
3375,12500.0,2004,Connecticut Republican Campaign Cmte,R,Z,24K
3325,2000.0,2004,Committee for Emerging Opportunity, ,Y,24K
3323,13000.0,2004,Committee for Common Sense in Government,D,J,24K
3172,52500.0,2004,BRIDGE PAC,D,J,24K
3669,5000.0,2004,Friends of Sherrod Brown,D,Z,24K
6312,0.0,2004,,D,X,24R
6311,0.0,2004,,D,X,24P
6310,0.0,2004,,D,X,24K
6309,0.0,2004,,D,X,24H
6308,0.0,2004,,D,X,24N
6307,0.0,2004,,D,X,24C
6306,0.0,2004,,D,X,24A
6305,0.0,2004,,D,X,24F
3171,808.0,2004,"BONA, JOHN R                            ",U,Y,24A
6304,0.0,2004,,D,X,24E
6302,0.0,2004,, ,X,24R
6301,0.0,2004,, ,X,24P
6300,0.0,2004,, ,X,24K
6299,0.0,2004,, ,X,24H
6298,0.0,2004,, ,X,24N
6297,0.0,2004,, ,X,24C
6296,0.0,2004,, ,X,24A
6295,0.0,2004,, ,X,24F
6294,0.0,2004,, ,X,24E
3318,1000.0,2004,Cohen for New Hampshire,D,Z,24K
6303,0.0,2004,, ,X,24Z
3324,1700.0,2004,Committee for Democratic Action,D,J,24K
3170,500.0,2004,BEV KILMER FOR CONGRESS                 ,R,Z,24K
3168,12500.0,2004,Arkansas Senate 2004,D,Z,24K
3322,60000.0,2004,Colorado Republican Campaign Cmte,R,Z,24K
3321,8000.0,2004,Collins for Senator,R,Z,24K
3320,53000.0,2004,Cole for Congress,R,Z,24K
3319,500.0,2004,Colburn for Congress,R,Z,24K
6313,0.0,2004,,D,X,24Z
3151,6000.0,2004,American Freedom PAC, ,Y,24K
3152,14545.0,2004,American Leadership Council,R,J,24K
3153,212500.0,2004,American Liberty PAC,R,J,24K
3154,7000.0,2004,American Patriot PAC, ,Y,24K
3155,88000.0,2004,American Prosperity PAC,R,J,24K
3169,1000.0,2004,Assini for Congress,3,Z,24K
3156,22750.0,2004,American Sound Conservative PAC,R,J,24K
3158,357005.0,2004,American Success PAC,R,J,24K
3159,1000.0,2004,Americans for Change, ,Y,24K
3160,8514.0,2004,Americans for Common Sense Government,R,J,24K
3161,500.0,2004,Americans for Representative Cohen,D,Z,24K
3162,86000.0,2004,Americans for Responsible Leadership,D,J,24K
3163,1014500.0,2004,Americans for a Republican Majority,R,J,24K
3164,6778.0,2004,Americans for a Republican Majority,R,J,24Z
3165,9000.0,2004,Andrews for Congress Cmte,D,Z,24K
3166,35000.0,2004,Anna Eshoo for Congress,D,Z,24K
3167,4563.0,2004,Archer's Arrows,D,J,24K
3157,8000.0,2004,American Spirit,R,J,24K
3317,38000.0,2004,Coble for Congress,R,Z,24K
3376,161073.0,2004,Conservative Party of New York State,3,Z,24C
3378,30250.0,2004,Conservative Victory Fund,R,J,24K
3453,5000.0,2004,Democratic Party of Colorado,D,Z,24K
3452,789.0,2004,Democratic Party of Colorado,D,Z,24E
3451,9586.0,2004,Democratic Party of Colorado,D,Z,24C
3450,12083.0,2004,Democratic Party of Arkansas,D,Z,24E
3449,10000.0,2004,Democratic Party of Arizona,D,Z,24K
3448,5547.0,2004,Democratic Party of Arizona,D,Z,24C
3447,169581.0,2004,Democratic Party of Alaska,D,Z,24C
3446,2785.0,2004,Democratic Party of 2nd Cong District of Wisconsin,D,Z,24Z
3445,1500.0,2004,Democratic Party of 2nd Cong District of Wisconsin,D,Z,24K
3444,2000.0,2004,Democratic Party Cmte Abroad,D,Z,24K
3454,500.0,2004,Democratic Party of Dallas County,D,Z,24K
3443,800.0,2004,Democratic Party Cmte Abroad,D,Z,24E
3441,5000.0,2004,Democratic Executive Cmte of Florida,D,Z,24K
3440,39800.0,2004,Democratic Congressional Campaign Cmte,D,Z,24Z
3439,394136.0,2004,Democratic Congressional Campaign Cmte,D,Z,24K
3438,29943030.0,2004,Democratic Congressional Campaign Cmte,D,Z,24E
3437,2519824.0,2004,Democratic Congressional Campaign Cmte,D,Z,24C
3436,6992835.0,2004,Democratic Congressional Campaign Cmte,D,Z,24A
3435,50.0,2004,Democratic Competitive PAC, ,J,24K
3434,127.0,2004,Democratic Cmte of Utah,D,Z,24Z
3433,1500.0,2004,Democratic Cmte of Utah,D,Z,24K
3432,15000.0,2004,Democratic Cmte of New York State,D,Z,24K
3442,315.0,2004,Democratic HQ of West San Gabriel Valley,D,Z,24K
3431,48873.0,2004,Democratic Cmte of New York State,D,Z,24C
6314,0.0,2004,,I,X,24E
6316,0.0,2004,,I,X,24A
6339,0.0,2004,,3,X,24H
6338,0.0,2004,,3,X,24N
6337,0.0,2004,,3,X,24C
6336,0.0,2004,,3,X,24A
6335,0.0,2004,,3,X,24F
6334,0.0,2004,,3,X,24E
6333,0.0,2004,,L,X,24Z
6332,0.0,2004,,L,X,24R
6331,0.0,2004,,L,X,24P
6330,0.0,2004,,L,X,24K
6315,0.0,2004,,I,X,24F
6329,0.0,2004,,L,X,24H
6327,0.0,2004,,L,X,24C
6325,0.0,2004,,L,X,24F
6324,0.0,2004,,L,X,24E
6323,0.0,2004,,I,X,24Z
6322,0.0,2004,,I,X,24R
6321,0.0,2004,,I,X,24P
6320,0.0,2004,,I,X,24K
6319,0.0,2004,,I,X,24H
6318,0.0,2004,,I,X,24N
