,Amount,Cycle,Destination,Party,RealCode
11123,4800.0,2008,Cand,3,M5000
11122,96014.0,2008,Cmte,R,M4300
11121,43212.0,2008,Cand,R,M4300
11120,180256.0,2008,Cmte,D,M4300
11119,27656.0,2008,Cand,D,M4300
11118,93005.0,2008,Cmte,R,M4200
11117,41449.0,2008,Cand,R,M4200
11116,26355.0,2008,Cmte,D,M4200
11115,100877.0,2008,Cand,D,M4200
11114,250.0,2008,Cand,3,M4200
11113,493400.0,2008,Cmte,R,M4100
487,0.0,2008,Cand,U,J2400
19879,0.0,2008,Cand,U,C2800
19932,0.0,2008,Cmte,U,F3300
27276,0.0,2008,Cand,3,H5300
11149,115456.0,2008,Cand,D,M7100
11148,357687.0,2008,Cmte,R,M7000
11147,148909.0,2008,Cand,R,M7000
11146,500.0,2008,Cand,L,M7000
11145,65849.0,2008,Cmte,D,M7000
11144,99151.0,2008,Cand,D,M7000
11143,166650.0,2008,Cmte,R,M6000
11142,46050.0,2008,Cand,R,M6000
11141,377730.0,2008,Cmte,D,M6000
11140,39000.0,2008,Cand,D,M6000
11139,84550.0,2008,Cmte,R,M5300
11138,42421.0,2008,Cand,R,M5300
11137,8800.0,2008,Cmte,D,M5300
11136,22150.0,2008,Cand,D,M5300
19933,0.0,2008,Cand,U,F3300
11135,91345.0,2008,Cmte,R,M5200
11133,60950.0,2008,Cmte,D,M5200
11132,18550.0,2008,Cand,D,M5200
11131,420845.0,2008,Cmte,R,M5100
11130,200826.0,2008,Cand,R,M5100
11129,17211.0,2008,Cmte,D,M5100
11128,43761.0,2008,Cand,D,M5100
11127,2107101.0,2008,Cmte,R,M5000
27269,0.0,2008,Cmte, ,H5300
27270,0.0,2008,Cand, ,H5300
27271,0.0,2008,Cmte,I,H5300
27272,0.0,2008,Cand,I,H5300
27273,0.0,2008,Cmte,L,H5300
27274,0.0,2008,Cand,L,H5300
27275,0.0,2008,Cmte,3,H5300
11134,55450.0,2008,Cand,R,M5200
19878,0.0,2008,Cmte,U,C2800
19877,0.0,2008,Cand,3,C2800
19876,0.0,2008,Cand,L,C2800
11091,262813.0,2008,Cmte,D,M3400
11090,161010.0,2008,Cand,D,M3400
11089,916176.0,2008,Cmte,R,M3300
11088,311376.0,2008,Cand,R,M3300
11087,975351.0,2008,Cmte,D,M3300
11086,469791.0,2008,Cand,D,M3300
11085,9200.0,2008,Cand,3,M3300
11084,303059.0,2008,Cmte,R,M3200
11083,71123.0,2008,Cand,R,M3200
11082,1100.0,2008,Cand,L,M3200
11081,177188.0,2008,Cmte,D,M3200
11080,102342.0,2008,Cand,D,M3200
11079,500.0,2008,Cand,3,M3200
11078,860449.0,2008,Cmte,R,M3100
11092,79815.0,2008,Cand,R,M3400
11077,332162.0,2008,Cand,R,M3100
11075,705759.0,2008,Cand,D,M3100
19809,0.0,2008,Cand,U,L1200
19808,0.0,2008,Cmte,U,L1200
19807,0.0,2008,Cand,3,L1200
19806,0.0,2008,Cmte,3,L1200
19805,0.0,2008,Cand,L,L1200
19804,0.0,2008,Cmte,L,L1200
19803,0.0,2008,Cand,I,L1200
19802,0.0,2008,Cmte,I,L1200
19801,0.0,2008,Cand, ,L1200
19800,0.0,2008,Cmte, ,L1200
548,0.0,2008,Cand, ,G4800
549,0.0,2008,Cmte,I,G4800
550,0.0,2008,Cand,I,G4800
11076,1300300.0,2008,Cmte,D,M3100
11093,217152.0,2008,Cmte,R,M3400
11094,77266.0,2008,Cand,D,M3500
11095,256382.0,2008,Cmte,D,M3500
19875,0.0,2008,Cmte,L,C2800
19874,0.0,2008,Cand,I,C2800
19873,0.0,2008,Cmte,I,C2800
19872,0.0,2008,Cand, ,C2800
19871,0.0,2008,Cmte, ,C2800
11112,220662.0,2008,Cand,R,M4100
11111,2022.0,2008,Cmte,L,M4100
11110,4850.0,2008,Cand,L,M4100
11109,366143.0,2008,Cmte,D,M4100
11108,197307.0,2008,Cand,D,M4100
11107,200.0,2008,Cand,3,M4100
11106,314850.0,2008,Cmte,R,M4000
11105,130244.0,2008,Cand,R,M4000
11104,90785.0,2008,Cmte,D,M4000
27322,0.0,2008,Cmte, ,G5270
27323,0.0,2008,Cand, ,G5270
27324,0.0,2008,Cmte,I,G5270
11096,36350.0,2008,Cand,R,M3500
11097,157050.0,2008,Cmte,R,M3500
11098,99982.0,2008,Cand,D,M3600
11099,332129.0,2008,Cmte,D,M3600
547,0.0,2008,Cmte, ,G4800
17157,0.0,2008,Cmte,R,h4300
11150,290489.0,2008,Cmte,D,M7100
11100,94625.0,2008,Cand,R,M3600
11102,4600.0,2008,Cand,3,M4000
11103,115086.0,2008,Cand,D,M4000
27328,0.0,2008,Cand,U,G5270
27327,0.0,2008,Cmte,U,G5270
27326,0.0,2008,Cmte,3,G5270
27325,0.0,2008,Cand,I,G5270
11101,359970.0,2008,Cmte,R,M3600
11151,208648.0,2008,Cand,R,M7100
11152,668898.0,2008,Cmte,R,M7100
11153,52420.0,2008,Cand,D,M7200
27142,0.0,2008,Cand,U,B5500
11201,34301.0,2008,Cand,D,T1200
11200,902262.0,2008,Cmte,R,T1100
11199,464577.0,2008,Cand,R,T1100
11198,4300.0,2008,Cmte,L,T1100
11197,1465.0,2008,Cand,L,T1100
11196,200105.0,2008,Cmte,D,T1100
11195,543893.0,2008,Cand,D,T1100
11194,1095.0,2008,Cmte,3,T1100
11193,250.0,2008,Cand,3,T1100
11192,199346.0,2008,Cmte,R,T1000
11191,74001.0,2008,Cand,R,T1000
11190,500.0,2008,Cand,L,T1000
11189,90000.0,2008,Cmte,D,T1000
27141,0.0,2008,Cmte,U,B5500
11188,64700.0,2008,Cand,D,T1000
11186,87455.0,2008,Cand,R,T0000
11185,2500.0,2008,Cmte,L,T0000
11184,2750.0,2008,Cand,L,T0000
20072,0.0,2008,Cand,U,H2000
20071,0.0,2008,Cmte,U,H2000
20070,0.0,2008,Cand,L,H2000
20069,0.0,2008,Cmte,L,H2000
20068,0.0,2008,Cand,I,H2000
20067,0.0,2008,Cmte,I,H2000
20066,0.0,2008,Cand, ,H2000
20065,0.0,2008,Cmte, ,H2000
324,0.0,2008,Cmte, ,b0000
325,0.0,2008,Cand, ,b0000
326,0.0,2008,Cand,D,b0000
11187,191457.0,2008,Cmte,R,T0000
27140,0.0,2008,Cmte,3,B5500
27139,0.0,2008,Cand,L,B5500
27138,0.0,2008,Cmte,L,B5500
11211,51787.0,2008,Cand,D,T1400
11210,380210.0,2008,Cmte,R,T1300
11209,117160.0,2008,Cand,R,T1300
11208,40131.0,2008,Cmte,D,T1300
20140,0.0,2008,Cand,U,M5200
20139,0.0,2008,Cmte,U,M5200
20138,0.0,2008,Cand,3,M5200
20137,0.0,2008,Cmte,3,M5200
20136,0.0,2008,Cand,L,M5200
20135,0.0,2008,Cmte,L,M5200
20134,0.0,2008,Cand,I,M5200
20133,0.0,2008,Cmte,I,M5200
20132,0.0,2008,Cand, ,M5200
20131,0.0,2008,Cmte, ,M5200
240,0.0,2008,Cmte, ,E1100
241,0.0,2008,Cand, ,E1100
242,0.0,2008,Cmte,I,E1100
27137,0.0,2008,Cand,I,B5500
27136,0.0,2008,Cmte,I,B5500
27135,0.0,2008,Cand, ,B5500
27134,0.0,2008,Cmte, ,B5500
11202,110326.0,2008,Cmte,D,T1200
11203,1000.0,2008,Cand,L,T1200
327,0.0,2008,Cmte,I,b0000
11204,500.0,2008,Cmte,L,T1200
11206,234595.0,2008,Cmte,R,T1200
11207,65721.0,2008,Cand,D,T1300
246,0.0,2008,Cand,U,E1100
245,0.0,2008,Cmte,U,E1100
244,0.0,2008,Cmte,3,E1100
243,0.0,2008,Cand,I,E1100
11205,68675.0,2008,Cand,R,T1200
11213,38504.0,2008,Cand,R,T1400
328,0.0,2008,Cand,I,b0000
330,0.0,2008,Cand,L,b0000
20008,0.0,2008,Cand,U,JD200
20007,0.0,2008,Cmte,U,JD200
20006,0.0,2008,Cmte,R,JD200
20005,0.0,2008,Cand,3,JD200
20004,0.0,2008,Cmte,3,JD200
20003,0.0,2008,Cand,L,JD200
20002,0.0,2008,Cmte,L,JD200
20001,0.0,2008,Cand,I,JD200
20000,0.0,2008,Cmte,I,JD200
19999,0.0,2008,Cand, ,JD200
19998,0.0,2008,Cmte, ,JD200
11163,277736.0,2008,Cand,R,M8000
11162,269985.0,2008,Cmte,D,M8000
11161,194650.0,2008,Cand,D,M8000
11164,561319.0,2008,Cmte,R,M8000
11160,10250.0,2008,Cmte,R,M7300
11158,900.0,2008,Cmte,D,M7300
11157,17800.0,2008,Cand,D,M7300
395,0.0,2008,Cmte, ,G2000
396,0.0,2008,Cand, ,G2000
397,0.0,2008,Cmte,I,G2000
398,0.0,2008,Cand,I,G2000
399,0.0,2008,Cand,L,G2000
400,0.0,2008,Cmte,3,G2000
401,0.0,2008,Cand,3,G2000
402,0.0,2008,Cmte,U,G2000
403,0.0,2008,Cand,U,G2000
11156,136206.0,2008,Cmte,R,M7200
11155,45301.0,2008,Cand,R,M7200
11154,24328.0,2008,Cmte,D,M7200
11159,16750.0,2008,Cand,R,M7300
11165,154546.0,2008,Cand,D,M9000
27207,0.0,2008,Cand,U,G5700
27206,0.0,2008,Cmte,U,G5700
331,0.0,2008,Cmte,3,b0000
332,0.0,2008,Cand,3,b0000
333,0.0,2008,Cmte,R,b0000
334,0.0,2008,Cand,R,b0000
335,0.0,2008,Cmte,U,b0000
336,0.0,2008,Cand,U,b0000
11183,51175.0,2008,Cmte,D,T0000
11182,116510.0,2008,Cand,D,T0000
11181,1000.0,2008,Cmte,3,T0000
11180,1800.0,2008,Cand,3,T0000
11179,4600.0,2008,Cand,R,M9300
11178,5300.0,2008,Cand,D,M9300
11177,7451.0,2008,Cmte,R,M9200
11176,4501.0,2008,Cand,R,M9200
11175,8051.0,2008,Cmte,D,M9200
11174,50969.0,2008,Cand,D,M9200
11173,32785.0,2008,Cmte,R,M9100
27205,0.0,2008,Cand,3,G5700
27204,0.0,2008,Cand,L,G5700
27203,0.0,2008,Cmte,L,G5700
27202,0.0,2008,Cand,I,G5700
27201,0.0,2008,Cmte,I,G5700
27200,0.0,2008,Cand, ,G5700
329,0.0,2008,Cmte,L,b0000
27199,0.0,2008,Cmte, ,G5700
11167,1500.0,2008,Cand,L,M9000
11168,113799.0,2008,Cand,R,M9000
11169,199700.0,2008,Cmte,R,M9000
11170,52135.0,2008,Cand,D,M9100
11171,174958.0,2008,Cmte,D,M9100
11172,31850.0,2008,Cand,R,M9100
11166,274823.0,2008,Cmte,D,M9000
17156,0.0,2008,Cand,3,h4300
9809,1358.0,2008,Cmte,3,E1120
17154,0.0,2008,Cand,L,h4300
32175,0.0,2008,Cand,I,H3100
32176,0.0,2008,Cmte,L,H3100
32177,0.0,2008,Cand,L,H3100
32178,0.0,2008,Cmte,3,H3100
32179,0.0,2008,Cand,3,H3100
32180,0.0,2008,Cmte,U,H3100
32181,0.0,2008,Cand,U,H3100
13311,0.0,2008,Cand,U,m8000
13310,0.0,2008,Cmte,U,m8000
13309,0.0,2008,Cand,R,m8000
13308,0.0,2008,Cmte,R,m8000
13307,0.0,2008,Cand,3,m8000
13306,0.0,2008,Cmte,3,m8000
13305,0.0,2008,Cand,L,m8000
13304,0.0,2008,Cmte,L,m8000
13303,0.0,2008,Cand,I,m8000
13302,0.0,2008,Cmte,I,m8000
13301,0.0,2008,Cand,D,m8000
13300,0.0,2008,Cmte,D,m8000
13299,0.0,2008,Cand, ,m8000
13298,0.0,2008,Cmte, ,m8000
6647,0.0,2008,Cmte, ,M1600
6648,0.0,2008,Cand, ,M1600
6649,0.0,2008,Cmte,I,M1600
6650,0.0,2008,Cand,I,M1600
32174,0.0,2008,Cmte,I,H3100
32173,0.0,2008,Cand, ,H3100
32172,0.0,2008,Cmte, ,H3100
6591,0.0,2008,Cand,U,D3000
32115,0.0,2008,Cand,U,M5000
13407,0.0,2008,Cand,U,c5120
13406,0.0,2008,Cmte,U,c5120
13405,0.0,2008,Cand,R,c5120
13404,0.0,2008,Cmte,R,c5120
13403,0.0,2008,Cand,3,c5120
13402,0.0,2008,Cmte,3,c5120
13401,0.0,2008,Cand,L,c5120
13400,0.0,2008,Cmte,L,c5120
13399,0.0,2008,Cand,I,c5120
13398,0.0,2008,Cmte,I,c5120
13397,0.0,2008,Cand,D,c5120
6651,0.0,2008,Cmte,L,M1600
13396,0.0,2008,Cmte,D,c5120
13394,0.0,2008,Cmte, ,c5120
6539,0.0,2008,Cmte, ,G5200
6540,0.0,2008,Cand, ,G5200
6541,0.0,2008,Cmte,I,G5200
6542,0.0,2008,Cmte,U,G5200
6543,0.0,2008,Cand,U,G5200
6585,0.0,2008,Cmte, ,D3000
6586,0.0,2008,Cand, ,D3000
6587,0.0,2008,Cmte,I,D3000
6588,0.0,2008,Cand,I,D3000
6589,0.0,2008,Cmte,3,D3000
6590,0.0,2008,Cmte,U,D3000
13395,0.0,2008,Cand, ,c5120
32114,0.0,2008,Cmte,U,M5000
6652,0.0,2008,Cand,L,M1600
6654,0.0,2008,Cmte,U,M1600
6767,0.0,2008,Cmte,L,J7200
6768,0.0,2008,Cand,L,J7200
6769,0.0,2008,Cmte,3,J7200
6770,0.0,2008,Cand,3,J7200
6771,0.0,2008,Cmte,U,J7200
6772,0.0,2008,Cand,U,J7200
32309,0.0,2008,Cmte, ,T8100
32310,0.0,2008,Cand, ,T8100
32311,0.0,2008,Cmte,I,T8100
32312,0.0,2008,Cand,I,T8100
32313,0.0,2008,Cmte,L,T8100
32314,0.0,2008,Cand,L,T8100
32315,0.0,2008,Cmte,3,T8100
32316,0.0,2008,Cand,3,T8100
32317,0.0,2008,Cmte,U,T8100
13149,0.0,2008,Cand,U,Y3000
13148,0.0,2008,Cmte,U,Y3000
13147,0.0,2008,Cmte,3,Y3000
13146,0.0,2008,Cmte,L,Y3000
13145,0.0,2008,Cand,I,Y3000
13144,0.0,2008,Cmte,I,Y3000
13143,0.0,2008,Cand, ,Y3000
13142,0.0,2008,Cmte, ,Y3000
32318,0.0,2008,Cand,U,T8100
6840,0.0,2008,Cmte, ,M9300
6766,0.0,2008,Cand,I,J7200
6765,0.0,2008,Cmte,I,J7200
6764,0.0,2008,Cand, ,J7200
6763,0.0,2008,Cmte, ,J7200
6655,0.0,2008,Cand,U,M1600
6699,0.0,2008,Cmte, ,A1000
6700,0.0,2008,Cand, ,A1000
6701,0.0,2008,Cmte,I,A1000
6702,0.0,2008,Cand,I,A1000
6703,0.0,2008,Cand,L,A1000
6704,0.0,2008,Cmte,U,A1000
6705,0.0,2008,Cand,U,A1000
32240,0.0,2008,Cmte, ,G6550
32241,0.0,2008,Cand, ,G6550
32242,0.0,2008,Cmte,I,G6550
32243,0.0,2008,Cand,I,G6550
6653,0.0,2008,Cmte,3,M1600
32244,0.0,2008,Cmte,L,G6550
32246,0.0,2008,Cmte,3,G6550
32247,0.0,2008,Cmte,U,G6550
32248,0.0,2008,Cand,U,G6550
13219,0.0,2008,Cand,U,M9000
13218,0.0,2008,Cmte,U,M9000
13217,0.0,2008,Cand,3,M9000
13216,0.0,2008,Cmte,3,M9000
13215,0.0,2008,Cmte,L,M9000
13214,0.0,2008,Cand,I,M9000
13213,0.0,2008,Cmte,I,M9000
13212,0.0,2008,Cand, ,M9000
13211,0.0,2008,Cmte, ,M9000
32245,0.0,2008,Cand,L,G6550
6841,0.0,2008,Cand, ,M9300
32113,0.0,2008,Cmte,3,M5000
32111,0.0,2008,Cmte,L,M5000
13650,0.0,2008,Cmte,L,H6000
13649,0.0,2008,Cand,I,H6000
13648,0.0,2008,Cmte,I,H6000
13647,0.0,2008,Cand, ,H6000
13646,0.0,2008,Cmte, ,H6000
6339,0.0,2008,Cmte, ,M3300
6340,0.0,2008,Cand, ,M3300
6341,0.0,2008,Cmte,I,M3300
6342,0.0,2008,Cand,I,M3300
6343,0.0,2008,Cmte,L,M3300
6344,0.0,2008,Cand,L,M3300
6345,0.0,2008,Cmte,3,M3300
6346,0.0,2008,Cmte,U,M3300
6347,0.0,2008,Cand,U,M3300
31986,0.0,2008,Cmte, ,H5170
31987,0.0,2008,Cand, ,H5170
31988,0.0,2008,Cmte,I,H5170
31989,0.0,2008,Cand,I,H5170
31990,0.0,2008,Cmte,L,H5170
31991,0.0,2008,Cand,L,H5170
31992,0.0,2008,Cmte,3,H5170
31993,0.0,2008,Cmte,U,H5170
31994,0.0,2008,Cand,U,H5170
13595,0.0,2008,Cand,U,G4000
13594,0.0,2008,Cmte,U,G4000
13651,0.0,2008,Cand,L,H6000
13652,0.0,2008,Cmte,U,H6000
13653,0.0,2008,Cand,U,H6000
31931,0.0,2008,Cand,U,M2400
31862,0.0,2008,Cmte,U,f1100
31863,0.0,2008,Cand,U,f1100
13710,0.0,2008,Cand,U,C6000
13709,0.0,2008,Cmte,U,C6000
13708,0.0,2008,Cand,I,C6000
13707,0.0,2008,Cmte,I,C6000
13706,0.0,2008,Cand, ,C6000
13705,0.0,2008,Cmte, ,C6000
6276,0.0,2008,Cmte, ,LB100
6277,0.0,2008,Cand, ,LB100
6278,0.0,2008,Cmte,I,LB100
6279,0.0,2008,Cand,I,LB100
13593,0.0,2008,Cmte,3,G4000
6280,0.0,2008,Cmte,L,LB100
6282,0.0,2008,Cmte,3,LB100
6283,0.0,2008,Cmte,U,LB100
6284,0.0,2008,Cand,U,LB100
31922,0.0,2008,Cmte, ,M2400
31923,0.0,2008,Cand, ,M2400
31924,0.0,2008,Cmte,I,M2400
31925,0.0,2008,Cand,I,M2400
31926,0.0,2008,Cmte,L,M2400
31927,0.0,2008,Cand,L,M2400
31928,0.0,2008,Cmte,3,M2400
31929,0.0,2008,Cand,3,M2400
31930,0.0,2008,Cmte,U,M2400
6281,0.0,2008,Cand,L,LB100
32112,0.0,2008,Cand,L,M5000
13592,0.0,2008,Cand,L,G4000
13590,0.0,2008,Cmte,I,G4000
6489,0.0,2008,Cmte,3,Z5100
6490,0.0,2008,Cand,3,Z5100
6491,0.0,2008,Cand,R,Z5100
6492,0.0,2008,Cmte,U,Z5100
6493,0.0,2008,Cand,U,Z5100
32051,0.0,2008,Cand, ,C2900
32052,0.0,2008,Cmte,I,C2900
32053,0.0,2008,Cand,I,C2900
32054,0.0,2008,Cmte,L,C2900
32055,0.0,2008,Cand,L,C2900
32056,0.0,2008,Cmte,U,C2900
32057,0.0,2008,Cand,U,C2900
13469,0.0,2008,Cand,U,F2200
13468,0.0,2008,Cmte,U,F2200
13467,0.0,2008,Cmte,3,F2200
13466,0.0,2008,Cand,L,F2200
13465,0.0,2008,Cmte,L,F2200
13464,0.0,2008,Cand,I,F2200
13463,0.0,2008,Cmte,I,F2200
13462,0.0,2008,Cand, ,F2200
13461,0.0,2008,Cmte, ,F2200
32107,0.0,2008,Cmte, ,M5000
32108,0.0,2008,Cand, ,M5000
32109,0.0,2008,Cmte,I,M5000
32110,0.0,2008,Cand,I,M5000
6488,0.0,2008,Cand,L,Z5100
6487,0.0,2008,Cmte,L,Z5100
6486,0.0,2008,Cand,I,Z5100
6485,0.0,2008,Cmte,I,Z5100
13589,0.0,2008,Cand, ,G4000
13588,0.0,2008,Cmte, ,G4000
6397,0.0,2008,Cmte, ,M2100
6398,0.0,2008,Cand, ,M2100
6399,0.0,2008,Cmte,I,M2100
6400,0.0,2008,Cand,I,M2100
6401,0.0,2008,Cand,L,M2100
6402,0.0,2008,Cmte,3,M2100
6403,0.0,2008,Cand,3,M2100
6404,0.0,2008,Cmte,U,M2100
6405,0.0,2008,Cand,U,M2100
13540,0.0,2008,Cand,U,B2400
13591,0.0,2008,Cand,I,G4000
13539,0.0,2008,Cmte,U,B2400
13537,0.0,2008,Cmte,3,B2400
13536,0.0,2008,Cand,L,B2400
13535,0.0,2008,Cmte,L,B2400
13534,0.0,2008,Cand,I,B2400
13533,0.0,2008,Cmte,I,B2400
13532,0.0,2008,Cand, ,B2400
13531,0.0,2008,Cmte, ,B2400
32050,0.0,2008,Cmte, ,C2900
6481,0.0,2008,Cmte, ,Z5100
6482,0.0,2008,Cand, ,Z5100
6483,0.0,2008,Cmte,D,Z5100
6484,0.0,2008,Cand,D,Z5100
13538,0.0,2008,Cand,3,B2400
31861,0.0,2008,Cand,R,f1100
6842,0.0,2008,Cmte,D,M9300
13093,0.0,2008,Cand,L,C1300
32614,0.0,2008,Cand,R,d6000
32615,0.0,2008,Cmte,U,d6000
32616,0.0,2008,Cand,U,d6000
12692,0.0,2008,Cand,U,B1200
12691,0.0,2008,Cmte,U,B1200
12690,0.0,2008,Cand,3,B1200
12689,0.0,2008,Cmte,3,B1200
12688,0.0,2008,Cand,L,B1200
12687,0.0,2008,Cmte,L,B1200
12686,0.0,2008,Cand,I,B1200
12685,0.0,2008,Cmte,I,B1200
12684,0.0,2008,Cand, ,B1200
12683,0.0,2008,Cmte, ,B1200
7225,0.0,2008,Cmte,R,Lt300
7226,0.0,2008,Cand,R,Lt300
7227,0.0,2008,Cmte,U,Lt300
7228,0.0,2008,Cand,U,Lt300
32660,0.0,2008,Cmte, ,G0000
32661,0.0,2008,Cand, ,G0000
32662,0.0,2008,Cmte,I,G0000
32663,0.0,2008,Cand,U,G0000
7273,0.0,2008,Cmte, ,K1000
7274,0.0,2008,Cand, ,K1000
7275,0.0,2008,Cmte,I,K1000
7276,0.0,2008,Cand,I,K1000
32613,0.0,2008,Cmte,R,d6000
7224,0.0,2008,Cand,3,Lt300
7223,0.0,2008,Cmte,3,Lt300
7222,0.0,2008,Cand,L,Lt300
12777,0.0,2008,Cmte,D,c2300
12776,0.0,2008,Cand, ,c2300
12775,0.0,2008,Cmte, ,c2300
7131,0.0,2008,Cmte, ,C4000
7132,0.0,2008,Cand, ,C4000
7133,0.0,2008,Cmte,I,C4000
7134,0.0,2008,Cand,I,C4000
7135,0.0,2008,Cmte,U,C4000
7136,0.0,2008,Cand,U,C4000
32603,0.0,2008,Cmte, ,d6000
32604,0.0,2008,Cand, ,d6000
32605,0.0,2008,Cmte,D,d6000
7277,0.0,2008,Cand,U,K1000
32606,0.0,2008,Cand,D,d6000
32608,0.0,2008,Cand,I,d6000
32609,0.0,2008,Cmte,L,d6000
32610,0.0,2008,Cand,L,d6000
32611,0.0,2008,Cmte,3,d6000
32612,0.0,2008,Cand,3,d6000
7215,0.0,2008,Cmte, ,Lt300
7216,0.0,2008,Cand, ,Lt300
7217,0.0,2008,Cmte,D,Lt300
7218,0.0,2008,Cand,D,Lt300
7219,0.0,2008,Cmte,I,Lt300
7220,0.0,2008,Cand,I,Lt300
7221,0.0,2008,Cmte,L,Lt300
32607,0.0,2008,Cmte,I,d6000
12778,0.0,2008,Cmte,I,c2300
32706,0.0,2008,Cmte, ,H4100
12618,0.0,2008,Cand,U,Z9700
7403,0.0,2008,Cmte, ,J1300
7404,0.0,2008,Cand, ,J1300
7405,0.0,2008,Cmte,D,J1300
7406,0.0,2008,Cand,D,J1300
7407,0.0,2008,Cmte,I,J1300
7408,0.0,2008,Cand,I,J1300
7409,0.0,2008,Cmte,U,J1300
7410,0.0,2008,Cand,U,J1300
32785,0.0,2008,Cmte, ,Z9999
32786,0.0,2008,Cand, ,Z9999
32787,0.0,2008,Cmte,D,Z9999
32788,0.0,2008,Cand,D,Z9999
32789,0.0,2008,Cmte,I,Z9999
32790,0.0,2008,Cand,I,Z9999
32791,0.0,2008,Cmte,L,Z9999
32792,0.0,2008,Cand,L,Z9999
32793,0.0,2008,Cmte,3,Z9999
32794,0.0,2008,Cand,3,Z9999
32795,0.0,2008,Cmte,R,Z9999
32796,0.0,2008,Cand,R,Z9999
32797,0.0,2008,Cmte,U,Z9999
12490,0.0,2008,Cand,U,F0000
12489,0.0,2008,Cand,I,F0000
12488,0.0,2008,Cmte,I,F0000
12487,0.0,2008,Cand, ,F0000
12533,0.0,2008,Cmte, ,C2100
12534,0.0,2008,Cand, ,C2100
12535,0.0,2008,Cmte,I,C2100
12536,0.0,2008,Cand,I,C2100
12617,0.0,2008,Cmte,U,Z9700
12616,0.0,2008,Cand,R,Z9700
12615,0.0,2008,Cand,3,Z9700
12614,0.0,2008,Cand,L,Z9700
12613,0.0,2008,Cmte,L,Z9700
12612,0.0,2008,Cand,I,Z9700
12611,0.0,2008,Cmte,I,Z9700
12610,0.0,2008,Cand, ,Z9700
12609,0.0,2008,Cmte, ,Z9700
32708,0.0,2008,Cmte,I,H4100
32709,0.0,2008,Cand,I,H4100
32710,0.0,2008,Cmte,L,H4100
32707,0.0,2008,Cand, ,H4100
32711,0.0,2008,Cmte,U,H4100
7335,0.0,2008,Cmte, ,LT500
7336,0.0,2008,Cand, ,LT500
7337,0.0,2008,Cmte,I,LT500
7338,0.0,2008,Cand,I,LT500
7339,0.0,2008,Cmte,L,LT500
7340,0.0,2008,Cand,L,LT500
7341,0.0,2008,Cmte,3,LT500
7342,0.0,2008,Cmte,U,LT500
7343,0.0,2008,Cand,U,LT500
12539,0.0,2008,Cand,U,C2100
12538,0.0,2008,Cmte,U,C2100
12537,0.0,2008,Cand,L,C2100
32712,0.0,2008,Cand,U,H4100
13094,0.0,2008,Cand,U,C1300
12779,0.0,2008,Cand,I,c2300
12781,0.0,2008,Cand,L,c2300
13032,0.0,2008,Cmte, ,F1410
32402,0.0,2008,Cmte,R,L1000
32403,0.0,2008,Cand,R,L1000
32404,0.0,2008,Cmte,U,L1000
32405,0.0,2008,Cand,U,L1000
6905,0.0,2008,Cmte, ,E3000
6906,0.0,2008,Cand, ,E3000
6907,0.0,2008,Cmte,I,E3000
6908,0.0,2008,Cand,I,E3000
6909,0.0,2008,Cand,L,E3000
6910,0.0,2008,Cmte,3,E3000
6911,0.0,2008,Cmte,U,E3000
6912,0.0,2008,Cand,U,E3000
12964,0.0,2008,Cand,U,f5500
12963,0.0,2008,Cmte,U,f5500
12962,0.0,2008,Cand,R,f5500
12961,0.0,2008,Cmte,R,f5500
12960,0.0,2008,Cand,3,f5500
12959,0.0,2008,Cmte,3,f5500
12958,0.0,2008,Cand,L,f5500
12957,0.0,2008,Cmte,L,f5500
12956,0.0,2008,Cand,I,f5500
12955,0.0,2008,Cmte,I,f5500
12954,0.0,2008,Cand,D,f5500
12953,0.0,2008,Cmte,D,f5500
13033,0.0,2008,Cand, ,F1410
13034,0.0,2008,Cmte,I,F1410
13035,0.0,2008,Cand,I,F1410
13036,0.0,2008,Cmte,L,F1410
13092,0.0,2008,Cand,I,C1300
13091,0.0,2008,Cmte,I,C1300
13090,0.0,2008,Cand, ,C1300
13089,0.0,2008,Cmte, ,C1300
6843,0.0,2008,Cmte,I,M9300
6844,0.0,2008,Cand,I,M9300
6845,0.0,2008,Cmte,L,M9300
6846,0.0,2008,Cand,L,M9300
6847,0.0,2008,Cmte,3,M9300
6848,0.0,2008,Cand,3,M9300
6849,0.0,2008,Cmte,R,M9300
6850,0.0,2008,Cmte,U,M9300
12952,0.0,2008,Cand, ,f5500
6851,0.0,2008,Cand,U,M9300
32395,0.0,2008,Cand, ,L1000
32396,0.0,2008,Cmte,I,L1000
32397,0.0,2008,Cand,I,L1000
32398,0.0,2008,Cmte,L,L1000
32399,0.0,2008,Cand,L,L1000
32400,0.0,2008,Cmte,3,L1000
32401,0.0,2008,Cand,3,L1000
13041,0.0,2008,Cand,U,F1410
13040,0.0,2008,Cmte,U,F1410
13039,0.0,2008,Cand,3,F1410
13038,0.0,2008,Cmte,3,F1410
13037,0.0,2008,Cand,L,F1410
32394,0.0,2008,Cmte, ,L1000
12780,0.0,2008,Cmte,L,c2300
12951,0.0,2008,Cmte, ,f5500
6992,0.0,2008,Cmte, ,y4000
12868,0.0,2008,Cand,3,LC100
12867,0.0,2008,Cmte,3,LC100
12866,0.0,2008,Cand,L,LC100
12865,0.0,2008,Cmte,L,LC100
12864,0.0,2008,Cand,I,LC100
